word;polarity
богоугодный;1
бодрый;1
бодрый;0
бодрый;1
бодяга;-2
бодяга;-2
бодяга;-1
бодяга;-1
бодяга;-1
боевик;-2
боевик;-2
боевик;-1
боевой;1
боевой;0
боевой;-1
боевой;0
боец;0
боец;0
боец;-1
боже;-1
боже;0
боже;0
божеский;-1
божеский;0
божеский;0
божественный;1
божественный;1
божественный;1
божество;0
божество;1
божество;0
божий;1
божий;1
божий;1
божий;0
божий;0
бой;-1
бой;0
бой;-1
бойкий;1
бойкий;-1
бойкий;1
бойкот;0
бойкот;0
бойкот;-1
бойкотировать;-1
бойкотировать;-1
бойкотировать;-1
бойня;-1
бойня;-1
бойня;-1
болгария;0
болгария;0
болгария;0
болгария;0
болгария;0
болгария;0
болгария;0
болгарский;0
болгарский;0
болгарский;0
болевой;0
болевой;0
