nl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
gewin	gain	1	1	1	1	1	1	1	0	1
multifundingproces	process	0	0	1	1	1	1	1	0	0
desorganisatie	control	1	0	1	0	1	1	1	0	1
Zuidwest-Europa	be	0	1	0	0	0	0	1	0	1
provinciale	protect	1	1	1	1	0	1	1	1	1
onderwerpen	issue	0	0	0	1	0	1	1	0	0
visgerei	gear	0	0	0	1	1	1	0	0	0
scheepstypen	ship	1	0	1	1	0	1	1	0	1
hartje	be	0	1	0	0	0	0	1	0	1
organisatietalent	return	0	0	0	0	0	1	1	0	0
sturingsinstrument	mean	0	0	0	0	0	-1	0	0	0
promille	number	0	0	0	1	0	0	1	0	0
uitgeschreven	issue	0	0	0	1	0	1	1	0	0
prijssubsidies	price	0	0	1	1	1	0	1	0	1
visserijvoorwaarden	down	0	0	0	0	0	0	1	0	0
verkeersader	pressure	0	0	0	-1	0	0	1	-1	0
scheepstypes	sort	0	0	0	1	0	1	1	0	0
EBA	feel	1	1	1	0	0	0	1	0	1
EGA-Verdrag	do	1	1	1	0	0	1	1	0	1
productmarkten	market	0	0	0	1	1	1	1	0	1
vastgoedspeculatie	combat	0	0	0	-1	0	1	1	0	0
wenk	hint	0	0	0	0	0	0	1	0	0
levensmiddelenkwesties	issue	0	0	0	1	0	1	1	0	0
stoffelijke	remain	0	0	0	0	0	0	1	0	0
huiskerken	house	1	1	0	1	1	1	1	1	1
betaaltelevisie	pay	0	0	-1	0	0	-1	1	0	-1
vijfjarig	plan	1	1	1	1	1	1	1	0	1
corporate	regard	1	1	1	1	1	1	1	1	1
overlevingsvermogen	represent	0	1	0	1	0	1	1	0	0
Eryl	do	1	1	1	0	0	1	1	0	1
terechtgesteld	execute	0	0	0	0	0	1	1	0	1
waarnemersactiviteiten	be	0	1	0	0	0	0	1	0	1
verslag-Tremopoulos	report	0	0	-1	1	0	0	1	0	-1
pauzeren	break	0	0	-1	-1	1	1	1	0	1
vastsjorren	lash	0	-1	-1	-1	0	1	0	-1	0
gedragsnorm	conduct	0	0	1	1	0	1	1	0	1
fytofarmaceutische	respect	1	1	1	1	0	1	1	1	1
hak	down	0	0	0	0	0	0	1	0	0
hal	package	0	0	0	1	1	0	1	0	1
ham	go	0	0	0	0	0	0	1	0	0
had	have	1	1	1	0	0	1	1	0	1
vliegverbod	zone	0	0	0	0	0	0	1	0	0
schiereiland	concern	1	-1	0	-1	0	1	1	-1	0
waterwinning	water	0	-1	0	-1	0	1	1	0	1
Mensenrechtencommissie	commission	1	1	1	1	1	1	1	1	1
Volgens	accord	1	0	0	1	0	1	1	0	1
hap	sum	0	0	0	1	0	1	1	0	0
Herstelplan	begin	1	1	1	1	0	1	1	0	1
kwestie-Straatsburg	deal	0	0	0	0	0	0	0	0	0
EU-perspectief	function	0	1	0	1	1	1	1	0	0
interconnecties	develop	0	1	0	1	0	0	1	0	0
sereniteit	calm	1	1	1	1	0	1	1	1	1
aanvoermogelijkheden	supply	0	0	1	1	1	1	1	0	1
elders	place	0	0	1	1	1	1	1	0	1
prestigeobject	project	0	0	1	1	1	1	1	0	1
vervolgsysteem	be	0	1	0	0	0	0	1	0	1
begrotingsperspectief	view	0	0	0	1	0	1	1	0	0
dierziekte	affect	1	0	0	0	0	1	1	0	0
opduikt	be	0	1	0	0	0	0	1	0	1
prefinanciering	scrap	0	0	-1	-1	-1	0	1	0	-1
harmonisaties	lie	0	0	0	0	0	1	1	0	0
kiesprocedures	vote	0	0	0	1	1	1	1	0	0
programma-FALCONE	provide	1	1	1	1	1	1	1	0	1
draagtijd	deliver	1	1	1	1	0	1	1	0	1
1990-2000	have	1	1	1	0	0	1	1	0	1
bleekneusje	be	0	1	0	0	0	0	1	0	1
pubers	aim	0	0	0	1	1	0	1	0	1
sterk	be	0	1	0	0	0	0	1	0	1
bevorderingsmaatregelen	measure	0	1	0	0	0	0	1	0	1
gedrevenheid	drive	1	1	0	1	0	1	1	0	1
gendergebied	bring	0	0	1	1	0	0	1	0	0
Straftribunaal	court	1	1	1	1	1	1	1	1	1
vergoedingen	feed	1	1	1	1	0	1	1	1	1
Pentagon	risk	-1	0	-1	0	-1	0	1	0	-1
Cohen	drop	0	1	0	-1	-1	0	1	0	-1
zetmeel	set	0	0	1	1	1	1	1	0	1
controleautoriteit	create	1	1	0	1	1	1	1	0	0
belastingadministratie	tax	0	0	1	1	1	0	1	0	1
marktstructuren	market	0	0	0	1	1	1	1	0	1
EhvJ	do	1	1	1	0	0	1	1	0	1
O-activiteiten	involve	0	0	0	0	1	1	1	0	0
bijeengeroepen	convene	0	0	1	1	1	1	1	0	1
kooien	describe	0	0	0	1	0	0	1	0	1
rechtenstudie	study	1	0	1	1	1	1	1	0	1
eeuws	play	1	1	1	1	1	1	1	0	1
rechtsmacht	power	1	0	0	0	0	0	1	0	1
levensgevaarlijk	live	1	1	1	1	1	1	1	0	1
vuile	pollute	0	-1	0	-1	0	1	-1	0	0
verkeersmodaliteiten	transport	0	1	0	1	1	1	1	0	0
EG-verordeningen	open	1	1	1	1	0	0	1	0	1
afnemend	decline	0	0	-1	-1	0	1	1	0	0
kleingeestigheid	narrow	1	0	0	0	0	1	1	0	0
uitvegen	step	1	1	1	1	1	0	1	0	1
uitbreidingsverslag	be	0	1	0	0	0	0	1	0	1
brandoefening	fire	0	0	1	0	1	0	1	0	1
terreurpsychose	mass	0	0	0	1	0	0	1	0	0
cyclisch	go	0	0	0	0	0	0	1	0	0
annulering	cancel	0	0	-1	-1	0	1	1	0	0
Facebook	make	0	0	0	1	0	0	1	0	0
aanloop	lead	0	1	1	1	1	0	1	0	1
onbevoegden	prevent	0	0	0	-1	0	1	1	-1	0
vredesproces	process	0	0	1	1	1	1	1	0	0
vakbekwame	qualify	1	1	0	1	0	1	1	1	0
verzuimen	fail	0	0	-1	-1	-1	0	1	-1	-1
uitpersen	dry	1	0	0	0	0	1	1	0	0
woordenstroom	word	0	1	0	0	0	0	1	0	0
welgestelde	turn	0	0	0	0	0	0	1	0	0
overheidsstelsels	state	0	1	1	1	0	1	1	0	0
internetcriminaliteit	appear	1	0	1	0	0	1	1	0	1
brigades	force	0	0	0	-1	0	1	0	-1	0
interculturaliteit	face	0	0	0	0	1	1	1	0	1
archiveren	involve	0	0	0	0	1	1	1	0	0
herrie	do	1	1	1	0	0	1	1	0	1
conditioneren	dilute	0	-1	0	-1	0	1	-1	0	0
Chimarra	measure	0	1	0	0	0	0	1	0	1
Oostzeeverslag	report	0	0	-1	1	0	0	1	0	-1
uitgedeelde	distribute	1	1	1	0	1	1	1	0	1
hand-	do	1	1	1	0	0	1	1	0	1
gerekruteerd	recruit	1	1	1	1	1	1	1	0	1
evaluatiebezoeken	visit	1	1	1	1	1	1	1	1	1
fraudegevoelig	open	1	1	1	1	0	0	1	0	1
repareert	repair	0	1	0	1	1	1	1	0	1
cohesiestrategie	draw	0	0	1	1	1	1	0	0	0
afkondigde	announce	1	1	1	1	1	1	1	0	1
preventiecampagne	campaign	0	0	1	1	1	1	1	-1	1
ontvangers	receive	1	1	1	0	1	1	1	0	1
productieomstandigheden	manufacture	1	1	1	1	1	1	1	0	1
mensenrechten-	hand	1	1	0	1	1	1	1	0	1
zakken	be	0	1	0	0	0	0	1	0	1
aankaartte	raise	0	0	1	1	0	0	1	0	1
veroordeeld	condemn	0	0	-1	-1	0	1	1	0	0
constitutie	point	0	0	0	0	1	0	1	0	0
vergroten.	help	1	1	0	1	0	1	1	1	0
boezemen	inspire	1	1	1	1	1	1	1	1	1
kredietbeoordelaar	credit	1	0	1	1	1	1	1	1	1
politieniveau	police	0	0	0	-1	0	1	1	0	0
veroordeelt	condemn	0	0	-1	-1	0	1	1	0	0
specialisaties	seek	1	1	1	1	1	1	1	0	1
parafiscale	link	1	1	1	1	1	1	1	0	0
luchtvaartbedrijven	hinder	0	-1	0	-1	0	1	0	-1	0
REGIS-initiatief	make	0	0	0	1	0	0	1	0	0
rapen	desire	1	1	1	1	0	1	1	1	1
levensmiddelenfabrikanten	play	1	1	1	1	1	1	1	0	1
staatsopdrachten	catch	0	1	0	0	1	1	1	0	1
toezichtregels	rule	1	1	1	1	1	1	1	0	1
maatstafgevend	complete	1	1	1	1	1	1	1	0	1
subsidiewetgeving	aid	1	1	1	1	0	1	1	1	1
normaler	regret	-1	0	-1	-1	-1	-1	1	0	-1
minimumaantal	number	0	0	0	1	0	0	1	0	0
wereldhandelsronden	trade	0	1	1	1	1	1	1	0	1
initiatiefnemers	initiate	1	1	1	1	1	1	1	0	1
EU-steunmaatregelen	form	1	1	1	1	1	1	1	0	1
plafonnering	cap	0	0	1	0	1	0	1	0	1
kantoorruimte	term	1	1	0	1	1	1	0	0	0
Jaya	be	0	1	0	0	0	0	1	0	1
rundvleesetikettering	label	0	0	0	0	0	1	0	0	0
stiekem	impose	0	0	1	1	1	0	1	0	1
grondwettelijkheid	rule	1	1	1	1	1	1	1	0	1
Bezuinig	be	0	1	0	0	0	0	1	0	1
Secretaris-Generaal	send	1	1	1	0	1	1	1	0	1
herzieningsprocedures	review	0	0	0	1	0	1	1	0	0
vrijhandelsbeleid	trade	0	1	1	1	1	1	1	0	1
discriminatie	discriminate	0	0	1	1	0	1	1	0	0
moderne	advance	0	1	1	1	1	0	1	0	1
Erasmus-beurzen	grant	0	0	1	1	0	1	1	0	1
erfelijk	turn	0	0	0	0	0	0	1	0	0
herschrijven	rewrite	1	1	1	1	1	1	1	0	1
strafrechtstelsel	do	1	1	1	0	0	1	1	0	1
voorstelt	propose	0	1	1	1	0	0	1	0	1
planningsbevoegdheid	tamper	0	-1	0	-1	0	1	1	0	0
snelrechtprocedure	be	0	1	0	0	0	0	1	0	1
steekproefsgewijze	spot	0	1	0	-1	1	1	1	-1	1
zwendelaars	be	0	1	0	0	0	0	1	0	1
ECOFIN	reason	0	0	0	0	0	0	1	0	1
congestieheffing	charge	-1	0	0	-1	1	1	1	-1	1
financieringscapaciteit	finance	1	1	1	1	1	1	1	0	1
aanleunen	enjoy	1	1	1	1	1	1	1	1	1
compromisamendementen	compromise	0	-1	0	-1	-1	1	0	0	0
Strafhof	court	1	1	1	1	1	1	1	1	1
verleggingsmechanisme	end	0	1	0	0	1	0	1	0	0
reductiemaatregelen	measure	0	1	0	0	0	0	1	0	1
belastingtarieven	rate	0	1	0	1	0	0	1	0	0
foyers	locate	0	1	0	1	1	1	1	0	0
rampenbestrijding	make	0	0	0	1	0	0	1	0	0
douaneakkoord	unite	1	1	0	1	0	1	1	1	0
ongelijkwaardige	add	1	1	1	1	1	0	1	0	1
TRIPS-overeenkomst	manufacture	1	1	1	1	1	1	1	0	1
exportmarkt	export	0	0	1	0	1	1	1	0	1
bewoonbaarheid	threaten	0	-1	-1	-1	0	1	1	-1	-1
bedelft	be	0	1	0	0	0	0	1	0	1
passagiersnamen	name	0	1	1	1	1	1	1	0	1
excuseren	excuse	0	0	0	0	0	0	1	0	1
honderden	invest	1	1	1	1	1	1	1	1	1
beroepsregels	rule	1	1	1	1	1	1	1	0	1
verslag-Stevens	report	0	0	-1	1	0	0	1	0	-1
Barbiepoppen	be	0	1	0	0	0	0	1	0	1
tussenhandelaars	preserve	1	1	1	1	0	1	1	0	1
gedrocht	be	0	1	0	0	0	0	1	0	1
pover	be	0	1	0	0	0	0	1	0	1
grondstations	station	0	0	0	0	1	0	1	0	0
bezoekerspasje	carry	0	1	1	0	0	1	1	0	0
corps	force	0	0	0	-1	0	1	0	-1	0
nietwaar	be	0	1	0	0	0	0	1	0	1
belastingbelemmeringen	tax	0	0	1	1	1	0	1	0	1
opdraaien	pay	0	0	-1	0	0	-1	1	0	-1
offensievere	adopt	1	1	1	1	1	1	1	0	1
verzieken	show	1	1	1	0	1	0	1	0	0
toejuichten	welcome	1	1	1	1	1	1	1	1	1
spijtbetuigingen	desire	1	1	1	1	0	1	1	1	1
ongeduld	await	0	0	0	0	1	1	1	0	0
rekenkamers	court	1	1	1	1	1	1	1	1	1
macht	power	1	0	0	0	0	0	1	0	1
onderzoeksfonds	research	0	-1	1	1	1	1	1	0	1
deugd	be	0	1	0	0	0	0	1	0	1
liberaliseringsvraagstuk	put	1	1	1	0	1	1	1	0	1
wetswijziging	change	0	1	0	1	0	1	1	0	1
breedbandverbindingen	introduce	1	1	1	1	1	1	1	1	1
aanspreekt	appeal	0	0	-1	-1	-1	1	1	0	0
deugt	be	0	1	0	0	0	0	1	0	1
verscheping	target	0	0	0	1	0	0	0	0	0
ballen	run	0	1	1	1	1	1	1	0	1
macho	see	1	1	1	1	1	1	1	0	1
vissersboten	be	0	1	0	0	0	0	1	0	1
duizendjarige	join	1	1	1	1	1	1	1	1	1
drinkwatervoorzieningen	water	0	-1	0	-1	0	1	1	0	1
IT-diensten	have	1	1	1	0	0	1	1	0	1
stimulerings-	adopt	1	1	1	1	1	1	1	0	1
erfgoedlabel	label	0	0	0	0	0	1	0	0	0
olie-embargo	sort	0	0	0	1	0	1	1	0	0
exact	detail	0	0	0	1	0	0	1	0	0
minute	word	0	1	0	0	0	0	1	0	0
migratiegolven	wave	0	0	0	1	0	1	1	0	0
beloftvolle	begin	1	1	1	1	0	1	1	0	1
opstap	step	1	1	1	1	1	0	1	0	1
crisissen	manage	1	1	1	1	1	1	1	0	1
Katrina	respond	0	1	0	0	0	1	1	0	1
opstak	raise	0	0	1	1	0	0	1	0	1
schoppen	kick	0	-1	-1	-1	0	1	1	-1	0
reactorbrandstoffen	fuel	0	0	0	1	1	1	1	0	1
verantwoordelijkheidszin	sense	0	0	0	0	1	0	1	0	0
landbouwministers	satisfy	1	1	0	1	0	1	1	1	1
verliesrekening	term	1	1	0	1	1	1	0	0	0
aanzuigeffect	pull	0	0	0	0	0	0	1	0	0
hinderen	hinder	0	-1	0	-1	0	1	0	-1	0
Silvio	campaign	0	0	1	1	1	1	1	-1	1
vrijwillligerswerk	enter	1	1	1	0	1	1	1	0	1
verslag-Hautala	report	0	0	-1	1	0	0	1	0	-1
aanbeveling	recommend	1	1	1	1	1	1	1	1	1
Sovjetrijk	follow	0	0	1	1	1	1	1	0	1
mallemolen	sort	0	0	0	1	0	1	1	0	0
vrijblijvends	do	1	1	1	0	0	1	1	0	1
Europee	affect	1	0	0	0	0	1	1	0	0
kapitaaltransacties	profit	1	0	1	0	1	1	1	0	1
buur	fit	0	0	1	1	0	1	1	0	1
kansarmoede	mass	0	0	0	1	0	0	1	0	0
bemiddeling	process	0	0	1	1	1	1	1	0	0
reiskaart	travel	1	1	1	0	1	0	1	0	1
vrijblijvende	string	0	1	0	1	0	1	1	0	0
kraamkamers	tear	0	0	-1	-1	0	1	1	0	0
concurrentieachterstand	cause	-1	-1	0	0	0	-1	0	0	0
ingevorderd	be	0	1	0	0	0	0	1	0	1
hegemonie	dominate	1	0	1	0	1	1	1	0	1
woningbeleid	house	1	1	0	1	1	1	1	1	1
afstanden	distance	0	0	0	0	0	1	1	0	0
krimpt	be	0	1	0	0	0	0	1	0	1
vorder	progress	1	1	0	1	1	1	1	0	1
terroristische	act	0	0	0	0	0	0	1	0	0
manoeuvreerruimte	leave	0	0	0	0	0	0	1	-1	0
geschiktste	appropriate	0	1	1	1	1	1	1	0	1
H5-virus	create	1	1	0	1	1	1	1	0	0
bewijskrachtig	be	0	1	0	0	0	0	1	0	1
onvrede	concern	1	-1	0	-1	0	1	1	-1	0
aftrekbaarheid	make	0	0	0	1	0	0	1	0	0
niet-ingrijpen	intervene	0	0	0	-1	0	1	1	0	1
opleidingsnormen	train	1	1	1	1	1	1	1	1	1
O	research	0	-1	1	1	1	1	1	0	1
schaadt	damage	1	-1	0	-1	0	1	-1	-1	0
prijsniveaus	price	0	0	1	1	1	0	1	0	1
infrastructuurkosten	cost	0	-1	0	0	0	0	1	-1	0
gemakzucht	be	0	1	0	0	0	0	1	0	1
uimodel	model	0	0	0	1	1	1	1	0	1
tramverkeer	route	0	0	0	0	0	1	1	0	0
Boston	claim	1	1	1	0	1	1	1	0	1
Pay	equal	1	1	0	1	0	1	1	0	1
MW	total	0	0	0	0	0	1	1	0	0
MS	understand	1	1	1	1	1	1	1	0	1
democratieopbouw	build	1	1	1	1	1	1	1	0	1
doelbeperking	need	0	1	1	0	0	1	1	0	0
ijsheek	assure	1	1	1	1	1	1	1	1	1
gelapt	be	0	1	0	0	0	0	1	0	1
productkeuze	provide	1	1	1	1	1	1	1	0	1
theologen	be	0	1	0	0	0	0	1	0	1
structuurfondsprogramma's	fund	1	1	1	1	1	1	1	0	1
gecommiteerdheid	manufacture	1	1	1	1	1	1	1	0	1
vrachtauto's	truck	0	0	0	0	1	0	1	0	0
13,5	lie	0	0	0	0	0	1	1	0	0
kenmerkte	be	0	1	0	0	0	0	1	0	1
verdienstelijk	merit	1	1	1	1	1	1	1	0	1
uitdijen	expand	1	1	1	1	1	1	1	0	1
octrooiwetgeving	relate	0	1	1	1	0	1	1	0	1
herwinning	recycle	0	0	1	1	1	1	0	0	1
bezuinigen.	cut	0	0	0	-1	0	0	1	0	0
verslag-Viola	report	0	0	-1	1	0	0	1	0	-1
denkend	mind	0	0	1	1	1	1	1	0	1
etiketteringsplicht	label	0	0	0	0	0	1	0	0	0
moordcommando	carry	0	1	1	0	0	1	1	0	0
zenuwgas	deploy	0	0	0	0	1	1	1	0	1
religies	rely	0	0	1	0	1	0	1	0	1
raketbeschieting	rocket	0	0	0	1	0	0	1	0	1
toekomstgericht	look	0	1	1	0	0	0	1	0	1
vangstsector	catch	0	1	0	0	1	1	1	0	1
kwestie-GALILEO	spring	1	1	1	1	1	1	1	0	1
deelbelangen	do	1	1	1	0	0	1	1	0	1
elektriciteitsfactuur	go	0	0	0	0	0	0	1	0	0
besnoeien	cut	0	0	0	-1	0	0	1	0	0
beoefend	carry	0	1	1	0	0	1	1	0	0
Inntal-autobaan	break	0	0	-1	-1	1	1	1	0	1
Europarlementariërs	term	1	1	0	1	1	1	0	0	0
reduceermiddel	reduce	0	0	0	-1	1	1	1	-1	0
zaak-Larrañaga	exchange	0	0	1	0	1	0	1	0	0
compileren	compile	1	1	1	1	1	1	1	0	1
want	give	0	1	1	0	0	0	1	0	1
bereikbaarheid	help	1	1	0	1	0	1	1	1	0
voorzorgbeginsel	caution	1	1	1	1	0	1	1	-1	-1
predikaat	label	0	0	0	0	0	1	0	0	0
accijnsrechten	rush	0	0	-1	-1	1	1	1	-1	0
oprecht	offer	1	1	1	1	1	1	1	0	1
douane	border	0	0	0	0	0	0	0	0	0
gebeurd.	happen	0	0	0	0	0	0	-1	0	0
kanselierskandidaat	put	1	1	1	0	1	1	1	0	1
uitweidt	extend	0	1	1	1	1	1	1	0	1
90-dierengrens	vote	0	0	0	1	1	1	1	0	0
windmolen	land	0	0	1	0	0	1	1	0	1
vrijhandelsgedachte	free	1	1	1	1	1	1	1	1	1
jaarlijkse	progress	1	1	0	1	1	1	1	0	1
dosis	deal	0	0	0	0	0	0	0	0	0
depositogarantiestelsels	guarantee	1	1	1	1	1	1	1	1	1
geïntensifieerd	intensify	0	0	0	0	0	1	0	0	0
Ministerstop	account	0	0	0	0	0	1	1	0	0
stoomcursussen	provide	1	1	1	1	1	1	1	0	1
combineert	combine	1	1	1	1	1	1	1	0	1
insolventiewetgeving	amount	0	0	0	1	0	0	1	0	0
geestigheid	be	0	1	0	0	0	0	1	0	1
overlegdocumenten	document	0	0	0	0	0	1	1	0	0
Overeenkomstig	line	0	0	0	0	1	0	1	0	1
zekerheidskwesties	propose	0	1	1	1	0	0	1	0	1
nationaliteitsvoorwaarde	depend	0	0	0	0	1	0	1	0	0
absolute	total	0	0	0	0	0	1	1	0	0
belemmerden	be	0	1	0	0	0	0	1	0	1
verwijderingstechnieken	down	0	0	0	0	0	0	1	0	0
stapel	be	0	1	0	0	0	0	1	0	1
verwaarloosbaar	be	0	1	0	0	0	0	1	0	1
opgevoed	bring	0	0	1	1	0	0	1	0	0
aangevat	begin	1	1	1	1	0	1	1	0	1
epidemiologie	know	1	1	1	0	1	1	1	0	1
buurstaten	state	0	1	1	1	0	1	1	0	0
telecommunicatiebedrijf	state	0	1	1	1	0	1	1	0	0
terreurdreigingen	increase	1	1	0	1	0	1	1	0	1
bepraten	discuss	1	1	0	1	1	1	1	0	1
piekuren	peak	0	0	0	0	1	0	1	0	0
merkartikelen	brand	0	0	0	1	1	0	1	0	1
gebeurde	happen	0	0	0	0	0	0	-1	0	0
schoonblaast	blow	0	0	0	0	0	0	1	0	0
spannend	excite	0	0	0	-1	0	1	0	-1	0
belemmerd	hamper	0	-1	-1	-1	0	1	-1	-1	-1
Lezaun	be	0	1	0	0	0	0	1	0	1
formuleerden	formulate	1	1	1	1	1	1	1	0	1
belemmert	prevent	0	0	0	-1	0	1	1	-1	0
Payá	represent	0	1	0	1	0	1	1	0	0
bestuurs-	attempt	0	0	1	0	1	0	1	0	0
oliewinning	issue	0	0	0	1	0	1	1	0	0
rangeren	be	0	1	0	0	0	0	1	0	1
utilitaristische	affirm	1	1	1	1	0	1	1	0	1
wereldhandelsrecht	trade	0	1	1	1	1	1	1	0	1
kostenontwikkeling	cost	0	-1	0	0	0	0	1	-1	0
Bowis	last	0	0	0	0	0	-1	-1	0	0
Trustees	be	0	1	0	0	0	0	1	0	1
limonadeblikjes	pay	0	0	-1	0	0	-1	1	0	-1
wegmoffelen	conceal	-1	0	-1	0	0	1	1	0	0
schoolverlaters	rate	0	1	0	1	0	0	1	0	0
zittingsdag	sit	0	0	0	0	0	0	0	0	0
opgemonterd	be	0	1	0	0	0	0	1	0	1
jij	be	0	1	0	0	0	0	1	0	1
onbedachtzaamheid	lack	0	0	0	0	-1	1	1	0	-1
repatriëringsovereenkomsten	arrest	0	0	-1	-1	1	1	1	-1	1
obligatievormen	note	0	0	0	0	0	0	1	0	0
smukken	assume	0	0	0	1	1	0	1	0	0
vuilgemaakt	comment	0	0	0	0	0	1	1	0	1
gaspijpleidingen	take	1	1	1	0	1	1	1	0	1
terminis	term	1	1	0	1	1	1	0	0	0
schilder	be	0	1	0	0	0	0	1	0	1
planeconomie	plan	1	1	1	1	1	1	1	0	1
uitgeoefende	be	0	1	0	0	0	0	1	0	1
schilden	shield	1	1	1	1	0	1	1	1	1
controlebezoeken	visit	1	1	1	1	1	1	1	1	1
bedekt	cover	0	0	0	1	1	1	1	0	0
opinievorming	form	1	1	1	1	1	1	1	0	1
gesteggeld	burden	0	-1	-1	-1	-1	0	1	0	-1
inflatoir	hit	0	-1	-1	-1	0	1	0	-1	0
ontkoppeling	aid	1	1	1	1	0	1	1	1	1
Coveney	influence	0	0	0	0	0	1	1	0	0
ooghoogte	level	0	1	1	1	1	0	1	0	1
huurmoorden	contract	-1	0	-1	0	-1	-1	1	0	-1
vrouwenhandel	trade	0	1	1	1	1	1	1	0	1
uitwasemt	emanate	0	0	0	0	0	0	1	0	0
testbeeld	be	0	1	0	0	0	0	1	0	1
bodemkieuwnetten	net	0	0	1	0	0	1	1	0	1
autoband	be	0	1	0	0	0	0	1	0	1
toeroepen	put	1	1	1	0	1	1	1	0	1
persecutionis	bring	0	0	1	1	0	0	1	0	0
B7-6000	give	0	1	1	0	0	0	1	0	1
entering	board	0	0	1	0	1	1	1	0	1
keizer	render	1	0	1	0	1	1	1	0	1
wegen	route	0	0	0	0	0	1	1	0	0
informatieplichten	provide	1	1	1	1	1	1	1	0	1
vistelers	need	0	1	1	0	0	1	1	0	0
stoorde	annoy	0	-1	0	-1	0	1	0	-1	0
CALEIDOSCOOP-verslag	point	0	0	0	0	1	0	1	0	0
meekrijgen	bring	0	0	1	1	0	0	1	0	0
bijrol	accept	1	1	1	1	1	1	1	0	1
klimaatsverbetering	hand	1	1	0	1	1	1	1	0	1
zendt	send	1	1	1	0	1	1	1	0	1
lobbyactiviteiten	lobby	0	0	1	1	1	1	1	0	1
-ontwikkeling	do	1	1	1	0	0	1	1	0	1
Sovjetbezetting	consolidate	1	0	0	1	1	1	1	0	1
kwaliteitsaanduidingen	mark	0	1	0	0	0	1	1	0	0
loochen	do	1	1	1	0	0	1	1	0	1
uitgavemechanismen	win	1	1	1	1	1	1	1	0	1
lobbygroeperingen	lobby	0	0	1	1	1	1	1	0	1
opiniepeiling	poll	0	0	1	1	1	1	1	0	1
ratingbureau	rate	0	1	0	1	0	0	1	0	0
stichtingen	institute	1	1	1	1	1	1	1	0	1
tariferingsbeleid	charge	-1	0	0	-1	1	1	1	-1	1
transitorechten	result	0	0	0	0	1	0	1	0	0
toeslagen	charge	-1	0	0	-1	1	1	1	-1	1
geërfd	inherit	1	1	1	0	1	1	1	0	1
milieudoelstelling	hinder	0	-1	0	-1	0	1	0	-1	0
dissonant	note	0	0	0	0	0	0	1	0	0
aanbesteedt	invite	1	1	1	1	1	1	1	1	1
hoofdtoezichthouder	lead	0	1	1	1	1	0	1	0	1
beroepsmoordenaars	be	0	1	0	0	0	0	1	0	1
organisatoren	force	0	0	0	-1	0	1	0	-1	0
gedijen	thrive	0	1	1	1	1	1	1	0	1
invoerverboden	ban	0	-1	-1	-1	0	1	1	0	0
wrong	buck	0	0	-1	0	0	1	1	0	1
Euro-0-voertuig	note	0	0	0	0	0	0	1	0	0
hamer	hammer	0	0	0	-1	0	1	0	0	0
zend-	broadcast	0	0	0	1	1	1	1	0	1
aanklagers	prosecute	0	0	-1	-1	0	1	1	-1	0
oprichtten	begin	1	1	1	1	0	1	1	0	1
herkenden	feel	1	1	1	0	0	0	1	0	1
energietaks	tax	0	0	1	1	1	0	1	0	1
vakanties	leave	0	0	0	0	0	0	1	-1	0
arrest-Bosman	rule	1	1	1	1	1	1	1	0	1
wijzigen,	amend	1	1	1	1	1	1	1	0	1
spoken	concern	1	-1	0	-1	0	1	1	-1	0
subsidiegeld	grant	0	0	1	1	0	1	1	0	1
gissen	guess	0	1	1	0	0	1	1	0	0
parkinson	burn	0	-1	-1	-1	0	1	1	-1	0
boekstaven	commit	-1	-1	0	0	-1	0	1	0	-1
schoolverlating	rate	0	1	0	1	0	0	1	0	0
induwt	earn	1	1	1	0	1	1	1	0	1
verslag-Malmström	report	0	0	-1	1	0	0	1	0	-1
Kacin	strike	1	1	0	0	0	1	1	0	0
geslachtsdelen	time	0	0	1	0	1	0	1	0	1
deelpensioen	be	0	1	0	0	0	0	1	0	1
veelsoortige	vary	0	0	1	0	1	0	1	0	0
handelsorde	trade	0	1	1	1	1	1	1	0	1
integralistische	vote	0	0	0	1	1	1	1	0	0
gehouden.	exclude	0	0	-1	-1	0	1	1	0	0
staatshuishoudingen	give	0	1	1	0	0	0	1	0	1
Veiligheidsbeleid	forge	1	1	1	1	1	1	1	0	1
kwalijker	account	0	0	0	0	0	1	1	0	0
zwakte	lie	0	0	0	0	0	1	1	0	0
financierde	finance	1	1	1	1	1	1	1	0	1
intimidatietactieken	employ	1	1	1	1	1	1	1	0	1
Frontex	do	1	1	1	0	0	1	1	0	1
politiek-moreel	distance	0	0	0	0	0	1	1	0	0
dienstdoen	capture	0	0	1	0	1	1	1	-1	1
verfoeilijke	view	0	0	0	1	0	1	1	0	0
meeluistert	be	0	1	0	0	0	0	1	0	1
detailhandelsmarkt	market	0	0	0	1	1	1	1	0	1
missiewerk	work	1	1	1	1	0	1	1	0	1
doorgevoerd	make	0	0	0	1	0	0	1	0	0
jongere	benefit	1	1	0	1	1	1	1	1	1
basiscapaciteit	load	0	0	0	1	1	0	1	0	0
strafbesluiten	prevent	0	0	0	-1	0	1	1	-1	0
meetelt	count	0	0	1	1	1	1	1	0	1
landbouwarbeiders	put	1	1	1	0	1	1	1	0	1
leercontractonderwijs	specialize	1	1	1	0	1	1	1	0	1
ondervertegenwoordiging	term	1	1	0	1	1	1	0	0	0
